Gene name,Chromosome/scaffold name,Gene start (bp)
RNY4P29,13,59101789
U3,21,30552747
CTAGE16P,13,59102749
RP11-621H8.2,15,79851598
AF124730.4,21,30554348
DGAT1,HG243_PATCH,145371194
DNAJA1P1,13,59325181
RP11-621H8.1,15,79960684
HMGN2P39,13,59584466
FAM227B,15,49619159
POLR3KP1,13,59645596
LINC00189,21,30565801
RP11-591L14.2,15,80035653
RPP40P2,13,59836814
RNU7-88P,13,60054204
RP11-591L14.1,15,80044031
DIAPH3-AS1,13,60586885
RN7SL375P,13,60608601
DIAPH3-AS2,13,60718832
MC5R,18,13824154
RP11-157P1.4,20,60880488
RNY4P28,13,60761872
LINC00434,13,60788486
MIR4758,20,60907543
TARDBPP2,13,60848910
AL354764.1,13,61026838
RP11-157P1.5,20,60928051
RNA5SP31,13,61187742
EIF4A1P6,13,61211022
SERPINH1P1,9,34318405
LINC00378,13,61259333
MC2R,18,13882043
Y_RNA,9,34389941
RP5-908M14.5,20,61004604
RN7SKP24,9,34478620
RNY3P5,13,61363694
RP13-379O24.3,20,61052926
RP11-296L22.8,9,34521525
LACTB,15,63413999
RNY4P31,13,61390831
RP13-379O24.2,20,61088965
RP11-196P2.1,13,61491176
RP11-296L22.7,9,34546522
MIR3169,13,61773932
GAPDHP14,21,30594642
AL596329.1,13,62334417
RAC1P8,13,62379283
C20orf166-AS1,20,61141550
CNTFR-AS1,9,34568013
BACH1-IT1,21,30723955
RP11-429G17.2,13,62501223
LINC00358,13,62578226
BLM,15,91260558
AP000240.9,21,30731323
MIR1-1,20,61151510
LINC01075,13,62798230
RP11-195F19.30,9,34661900
MIR133A2,20,61162119
RP11-195F19.9,9,34665662
RPL7P3,20,61169878
LINC01074,13,62895438
RNA5SP454,18,39850554
RNU6-443P,18,41412124
LINC00459,13,62897790
WI2-87327B8.1,20,61172797
AC083760.1,18,41619436
MRPL39,21,26957968
FAM205B,9,34832292
RPL32P28,13,62902121
RNA5SP455,18,41651548
RP13-30A9.1,20,61265033
KRT8P5,18,41900765
RP13-30A9.2,20,61265124
SCRT1,HG243_PATCH,145387965
SQSTM1P1,13,62980191
CTC-782O7.1,18,41903401
LINC00448,13,63246418
RP11-93B14.5,20,61294371
RP11-456K23.1,18,42256892
LINC00376,13,63757234
FAM205CP,9,34889061
MIR4319,18,42550047
ZNF519,18,14057456
LINC00395,13,64241814
RP11-846C15.2,18,42710530
LINC00686,20,61326376
OR7E156P,13,64316498
RP11-93B14.4,20,61363918
RP11-473M10.3,13,64322132
CTSZ,20,57570240
LINC00659,20,61405480
RP11-309E23.2,18,43003729
GLULP4,9,34917172
RNU6-81P,13,64357934
OGFR-AS1,20,61431979
TMEM249,HG243_PATCH,145407122
RTFDC1,20,55043647
PPP1R2P10,13,64385147
YWHAZP6,9,34922181
DPH3P1,20,61476490
SYF2P2,9,35010700
RN7SL338P,9,35049268
RP11-394A14.2,13,64402973
RP11-749H17.1,18,43063310
ARF4P2,20,61503602
RP11-182N22.8,9,35096375
BACH1-AS1,21,30742340
RP11-182N22.7,9,35147407
OR7E104P,13,64411166
BACH1-IT2,21,30742944
RP11-749H17.2,18,43087167
RP11-305P22.9,20,61640735
RP11-394A14.4,13,64411428
RP11-38G5.3,15,80050891
RP11-116O18.1,18,43226118
snoU13,21,30761707
NFYAP1,13,64549584
BACH1-IT3,21,30868367
RNU6-667P,15,80109691
RP11-116O18.3,18,43249332
SPINT1,15,41136216
LINC00355,13,64560504
RP11-313P22.1,21,31029726
RP11-38G5.2,15,80124808
LINC00029,20,61665569
RP11-38G5.4,15,80135889
RP11-618K16.4,18,43368495
LGMNP1,13,65532229
RN7SKP26,18,43569619
GRIK1-AS1,21,31120494
RP11-81A1.3,15,80236840
LINC01056,20,61669363
RP11-8H2.1,18,43608272
Y_RNA,18,43656970
RP11-81A1.8,15,80276493
STARP1,13,65883987
RNU6-1278P,18,43701581
HAR1B,20,61726845
RP11-742D12.1,18,44302938
AC015871.1,15,80282247
ATP8B5P,9,35406752
AF096876.1,21,31462035
SNORD112,15,80434400
RP11-742D12.2,18,44336450
LINC00307,21,31581469
HNRNPA3P5,13,66362064
HAR1A,20,61733483
RP11-2E17.2,15,80458265
AL354775.1,13,66438305
RPL8P2,21,31635698
RP11-687F6.1,18,44383187
RP11-2E17.1,15,80487826
LINC01052,13,66440306
RP5-963E22.5,20,61758847
RP11-687F6.4,18,44432595
MIR548X2,13,66540462
RP5-963E22.4,20,61798149
MIR4704,13,66792382
RP11-49K24.4,18,44603732
MIR124-3,20,61809852
TRIM60P19,13,66843129
RP11-49K24.8,18,44632317
EBF4,20,2673524
MIR3196,20,61870131
LINC00927,15,80555410
PCDH9-AS1,13,66878003
MIR4326,20,61918160
RNU7-87P,13,67204847
RNU6-994P,20,61968691
PCDH9-AS2,13,67399301
RP11-261N11.8,20,61991340
ZFAND6P1,9,35449745
PCDH9-AS3,13,67551564
RPL36AP33,9,35507561
PCDH9-AS4,13,67565018
RP11-156G14.6,9,35592783
RP11-358D14.2,20,62079404
RPSAP53,13,67840977
MIR4667,9,35608091
RNU6-188P,15,42719789
RP4-697K14.3,20,62133640
RP11-331F9.3,9,35642511
LINC00364,13,67946519
RP11-265N6.1,15,42824065
TUBB1,20,57594309
RP11-331F9.4,9,35646267
BCRP9,13,68364539
CTD-3184A7.4,20,62258580
RP11-265N6.2,15,42859229
RMRP,9,35657748
NPM1P22,13,68406008
FGF7,15,49715293
OR7E111P,13,68476487
RP11-265N6.3,15,42864125
RN7SL22P,9,35671773
RP4-583P15.10,20,62376042
RP11-112J3.15,9,35756709
OR7E33P,13,68485219
EIF4EBP2P2,15,42873354
POTEC,18,14507338
RP11-210M15.1,15,80726136
RP4-583P15.11,20,62439429
RP11-112J3.16,9,35772160
ELL2P3,13,68863811
RNU1-134P,20,62540308
snoU13,15,43000890
MIR941-2,20,62550834
AL133410.1,9,35811473
CTD-2036P10.3,15,43031316
RP11-379K22.2,15,80846950
HNRNPA1P18,13,68875737
MIR941-3,20,62551085
OR13E1P,9,35859059
DNTTIP1,20,44420576
MIR941-1,20,62551365
KRT8P50,15,43093166
NDUFA5P4,9,35874807
TCEB3CL2,18,44542731
RPL37P21,13,68905470
MIR1914,20,62572818
FDPSP4,15,43231508
JAM2,21,27011584
LINC00961,9,35909480
MIR647,20,62573984
RPS3AP52,13,69208322
RPS3AP47,15,43407897
AL023913.1,20,10342736
RP11-327L3.3,9,35930009
SDAD1P2,20,10366427
RPL12P34,13,69228704
SPCS2P1,15,43423206
SLC52A2,HG243_PATCH,145409038
LINC00176,20,62665697
PGAM1P2,9,35943207
RP11-49K24.5,18,44663389
ATP5E,20,57600522
TCEB3CL,18,44548658
RN7SL761P,13,69267938
RP5-1099D15.1,20,10593509
RP11-473C18.3,15,43476277
RNU6-1131P,18,44760813
ZDHHC20P4,13,69559190
JAG1,20,10625847
Y_RNA,15,43539878
YBX1P10,9,35971341
CTD-2130O13.1,18,44812096
SNRPFP3,13,69675964
ATP5HP1,15,43560102
RPS27L,15,63418071
RP13-152O15.5,20,62688156
LINC00383,13,69796478
RP11-103J8.1,20,10653576
RP11-402F9.3,15,43594294
OR13C6P,9,35991333
CICP4,20,62921540
LINC00401,13,69885465
RN7SL487P,15,43683633
MIR4527,18,44906867
TCEB3C,18,44554573
RNU6-554P,15,43894741
SRSF1P1,13,69982348
snoU13,15,43905880
RP11-157P23.2,18,45027543
AL138834.1,9,36002993
RP1-278O22.1,20,10733738
RNU6-610P,15,43929830
LINC00266-1,20,62921738
OR2S1P,9,36013181
PDIA3P2,15,43941321
RNY3P10,13,70377072
TPMTP1,18,45156483
RP1-278O22.2,20,10733926
RP11-379K22.3,15,80872370
PSMC1P13,13,70468233
RP11-767C4.1,18,45229546
OR2AM1P,9,36021689
RP4-697P8.3,20,10855981
MIR5572,15,80873444
RNU6-380P,15,80956113
RP11-380M21.2,18,45379604
RNU4-53P,9,36267780
RP11-28H5.2,15,80985557
ATXN8OS,13,70681345
FAT1P1,20,10869230
RP11-380M21.4,18,45404666
HMGB3P24,9,36303496
MIR549,15,81134319
TCEB3B,18,44558943
RP11-103J8.2,20,10981952
RNU6-708P,18,45696155
RNU6-54P,13,71033596
KRTAP13-6P,21,31728833
MIR4475,9,36823536
RNU7-191P,18,45918962
SOGA2P1,13,71497796
RP11-351M8.2,15,81188531
MIR4327,21,31747612
FOXD4,9,116237
RP11-344B23.2,9,36856552
RNA5SP456,18,46001858
RP4-734C18.1,20,11214818
LINC00348,13,71589273
RP11-23B5.1,18,46004932
KRTAP13-5P,21,31808784
MIR4540,9,36864251
RP11-775C24.3,15,81283145
MIR4743,18,46196971
MIR4476,9,36893459
RABEPKP1,13,71870342
KRTAP19-9P,21,31882625
AC011330.5,15,43955852
MIR4514,15,81289758
RPS11P1,20,11326031
RP11-297B17.3,9,37002694
RP11-426J5.2,18,46199946
H3F3BP1,13,72249199
KRTAP19-10P,21,31886931
ANP32BP3,15,81409976
RP11-297B17.2,9,37046832
RP5-1128N12.2,20,11589084
AP000567.27,21,31898864
RPL21P109,13,72278313
RP11-761I4.4,15,81595556
KRTAP19-11P,21,31909597
PGAM3P,20,11601699
RP11-465M18.1,9,37073528
AP001069.1,21,31964786
RP11-220I1.5,9,37078810
RPL35AP31,13,72420113
RP11-268G13.1,20,11665792
RP11-761I4.3,15,81616718
LINC00687,20,11781111
KRTAP21-4P,21,32114098
RPS10P21,13,72487842
AP000244.11,21,32135000
AL080274.1,20,11790813
KRTAP8-2P,21,32174560
RNA5SP32,13,72552226
RN7SKP111,20,11799469
RP11-220I1.1,9,37079893
KRTAP8-3P,21,32179250
SNORD37,13,73028040
RP5-1012F16.2,20,11819003
RAB8B,15,63481668
RPL18AP17,13,73034270
KRTAP7-1,21,32201357
RP4-742J24.2,20,11890052
SNORA68,13,73034657
AP000244.1,21,32201362
RP4-796I8.1,20,12224543
SNORA9,13,73160818
RP11-102J14.1,20,12286261
RPL21P110,13,73277831
UBE3AP2,21,32432919
HSPE1P22,9,94789780
PA2G4P2,20,12360704
RNU6-80P,13,73280155
UBE2C,20,44441215
RP11-100G15.2,9,94871140
RP5-1069C8.2,20,12845850
RP11-220I1.2,9,37112545
AL391384.1,13,73425226
AP000563.2,21,32824779
RP11-100G15.3,9,94871295
RNU6-79P,13,73455246
Y_RNA,9,37160134
AP000251.3,21,32931558
PSMD10P3,13,73610539
RP5-1069C8.3,20,12915525
RP11-220I1.4,9,37205109
FBXW11P1,21,32999440
AL158155.1,9,37296020
GCNT7,20,55066548
RP11-157E14.1,20,12930986
FABP5P1,13,73674713
SLMO2,20,57608200
Y_RNA,9,37322256
RP11-100G15.4,9,94872450
FBXL6,HG243_PATCH,145410334
RP11-397D12.4,9,37383175
RP4-718P11.1,20,13054315
RNU6-66P,13,73687052
CHCHD4P3,9,37434174
AL354720.1,13,73698849
ISM1-AS1,20,13218448
RN7SL463P,9,37459392
RNU4-10P,13,73765665
STRCP1,15,43991686
HDHD2,18,44633774
RNY1P8,13,73801284
RP5-1077I2.3,20,13224711
RP11-405L18.2,9,37477146
MARK2P12,13,73981905
GAPDHP2,20,13373324
AL117333.1,20,13936410
LINC00393,13,73987610
RP11-405L18.4,9,37490418
RNU6-278P,20,13953962
ATP5J,21,27088815
RPS3P1,20,13984154
LINC00392,13,74138381
RP11-613M10.6,9,37509147
AIMP1P1,20,14108046
LINC00402,13,74805594
RN7SL864P,20,14203687
RAB1C,9,37636685
RNY1P5,13,74863237
RNU6-228P,20,14332966
ZBTB26,9,125677845
RNF11B,20,14527830
RPL21P108,13,74951300
RN7SKP171,9,37661744
CTD-2240J17.1,15,81702858
FAM209A,20,55092243
MACROD2-IT1,20,14535030
RP11-3J10.7,9,37836041
LINC00381,13,74993310
DTWD1,15,49913177
CTD-2034I4.1,15,81719789
RP11-100G15.5,9,94872857
PAICSP1,9,37878113
RPS10P2,20,14738209
CTD-2034I4.2,15,81846344
CPXM1,20,2774715
RP11-3J10.4,9,37885680
MACROD2-AS1,20,14864899
RP11-499F3.1,15,81926228
LINC00347,13,75117975
RNU7-124P,9,37936704
FAM209B,20,55108302
RP5-974N19.1,20,14914489
U8,9,38147425
MTND4P15,9,94873147
RP11-499F3.2,15,81952823
snoU13,9,38190404
RNU6-1159P,20,15002199
RP11-113O24.3,9,38360424
RNU6-115P,20,15003498
RNU6-353P,15,43994561
RP11-276M12.1,15,82245644
RNA5SP475,20,15261410
RP11-403F21.1,9,38452779
snoU13,15,44005342
RP11-388K2.1,20,15532802
RP11-597K23.1,15,82302553
AL121584.1,20,15539025
RP11-403F21.3,9,38478468
AC026956.1,15,82336635
RIOK3P1,13,75402690
ENSAP1,20,15600139
RNU1-77P,15,82466565
RNU6-38P,13,75683724
RP11-392E22.1,9,38486856
PPIAP17,20,16204395
SSR1P2,13,75710291
CATSPER2P1,15,44019116
VN1R48P,9,38504444
AL118509.1,20,16390942
AL162571.1,13,75783114
RHOV,15,41164412
RP11-392E22.3,9,38526828
RPLP0P1,20,16566978
CTAGE11P,13,75812080
Y_RNA,20,16651286
FAM220BP,9,38527094
LINC01078,13,75824616
RPL7AL3,20,16664753
ADAMTS7P1,15,82590891
FURIN,15,91411822
TBC1D4-AS1,13,75949647
RP11-392E22.12,9,38540564
RP4-705D16.3,20,16695489
NIPA2,15,23004684
CYP4F33P,9,38542311
RP5-1195D24.1,20,16838607
RP11-29G8.3,13,76123909
RP11-392E22.10,9,38542386
U3,20,16963477
RP11-392E22.11,9,38542476
RNU6-27P,20,17168155
IER3IP1,18,44661027
RP1-298M8.1,20,17168779
RP11-392E22.5,9,38543101
RP11-484L8.1,18,46352422
RNU1-131P,20,17189705
SNX18P3,9,38566257
RP11-1058N17.1,18,46489321
RP11-173B14.5,13,76178836
DYNLT3P1,20,17459730
ADCK5,HG243_PATCH,145428004
RP11-15F12.1,18,46550073
RP11-173B14.4,13,76205407
RPS27AP2,20,17497488
FAM201A,9,38620471
FAM204CP,13,76262692
MIR4744,18,46576057
RP11-100G15.7,9,94894680
RN7SKP69,20,17556851
RP11-332E3.2,13,76452849
RP11-15F12.3,18,46642671
RP11-462D18.2,20,17579900
LINC00561,13,76506531
AL035045.1,20,17823227
RP11-30L3.2,18,46732282
GABPA,21,27106881
RP5-905G11.3,20,17868007
RP13-198D9.3,9,38643039
LINC01034,13,76587159
RP11-110H1.9,18,46958114
RNU6-192P,20,17884406
RNU6-765P,9,38680003
RN7SL571P,13,76709067
TFAP2C,20,55204358
SNORD17,20,17943353
AC000403.1,13,77460456
RP11-110H1.1,18,46996173
RP11-402N8.1,9,38804004
BTF3P11,13,77502200
PTMAP3,20,17992599
RP11-110H1.4,18,47010906
VN2R3P,9,39016966
RP4-726N1.2,20,18040137
RPL7P44,13,77555310
MIR1539,18,47013709
RP11-290L7.2,9,39154072
SNORD58C,18,47015615
RPL15P1,20,18070760
ZNF831,20,57766075
DHX9P1,13,77559003
SNORD58A,18,47017653
RP11-290L7.5,9,39159068
TNNC2,20,44451853
AP000253.1,21,33025906
VPS18,15,41186628
SNORD58B,18,47018034
RP11-290L7.3,9,39173791
SNORA81,21,33036619
SRP72P1,18,47021517
APH1B,15,63568217
RNU6-354P,15,44026377
AP000254.8,21,33039041
RN7SL640P,9,39191097
MYCBP2-AS1,13,77649649
MIR1282,15,44085857
RP11-347J14.4,9,39368376
RNU7-137P,20,18076215
RP11-110H1.8,18,47025760
HMGN1P2,21,33078868
Y_RNA,20,18094111
Y_RNA,15,44156091
AL050321.1,20,18150549
FAM74A5,9,39371062
SMUG1P1,18,47176720
AP000255.6,21,33108045
PIN4P1,15,44168047
RP4-717M23.2,20,18200757
TPT1P1,21,33212653
RP11-347J14.8,9,39384503
RP11-813F20.2,18,47266193
ACTBP7,15,44281259
MYCBP2-AS2,13,77654646
RN7SL14P,20,18239200
RABGAP1,9,125703112
SCARNA17,18,47340393
RP11-347J14.7,9,39395734
RNU2-56P,20,18246334
SCEL-AS1,13,78173890
RN7SKP74,20,18275787
GAPDHP55,15,44355709
IER3IP1,18,44681413
RP4-568F9.3,20,18294409
SCARNA17,18,47340503
AC073940.1,15,44564040
RNY3P7,13,78197507
CTD-2173L22.4,9,39443804
SCARNA18,18,47340731
RP4-568F9.6,20,18303196
AC090519.2,15,44571085
SPTLC1P5,13,78233548
Y_RNA,18,47397925
AC090519.7,15,44575957
MIR3665,13,78272147
RNA5SP457,18,47472636
RNY4P11,20,18309650
RP11-813F20.4,18,47496091
EDNRB-AS1,13,78402357
LINC00851,20,18359693
ADAD1P2,18,47590165
RP11-381G8.1,9,39485380
GCNT1P1,20,18400804
RP11-689E3.2,18,47625112
AL590812.1,9,39631025
RN7SL310P,18,47733370
RNA5SP476,20,18414486
RP11-1030E3.1,18,47828560
MIR3192,20,18451259
RNA5SP458,18,47845372
AL590812.3,9,39651897
AC105227.1,18,47927311
LINC00475,9,94903580
ATP5A1P9,9,39654198
RPL21P3,20,18465909
RPLP0P11,18,47984257
EDN3,20,57875482
DLL4,15,41221538
RN7SL462P,9,39720399
RP11-10I6.2,18,48195880
BX088645.3,9,39722430
RPS19P1,20,18485277
RNF219-AS1,13,78493824
AL121893.1,20,18526352
RP11-133G22.1,9,39722432
BX088645.2,9,39860052
LINC00493,20,18548064
BX664726.3,9,39897660
TMEM239,20,2795614
FAM74A1,9,39900346
RN7SL638P,20,18572974
RP11-95H8.5,9,39925026
RNU6ATAC34P,20,18591691
DUXAP7,20,18623426
RP11-318G21.4,13,78513297
VN2R4P,9,40063116
RN7SL810P,13,78521628
RP11-379J5.5,20,18655039
LINC01069,13,78563507
TMEM239,20,2795614
EEF1A1P34,20,18763068
LINC00446,13,78587018
snoU13,9,94907365
ANKRD30B,18,14728271
UBE2Q2P2,15,82647360
BMP7,20,55743804
RP11-203P2.2,13,78849855
RP11-111G23.1,9,40293025
SRGNP1,13,78859973
LINC00652,20,18768295
SKOR2,18,44746293
C20orf141,20,2795633
RNY3P3,13,78929362
RPL31P54,13,78996958
CPSF1,HG243_PATCH,145448132
RP5-1068E13.7,20,18775173
TCEB1P23,13,79062317
VN2R5P,9,40371838
AL136090.1,20,19106429
RP11-100G15.10,9,94912664
UBE2Q2P6,15,82664459
RP11-97N19.2,20,19193496
RP11-52L5.6,13,79170264
AL139319.1,13,79239973
RP5-1027G4.3,20,19222946
RP11-292B8.2,9,40479776
GPR21,9,125796806
RP13-608F4.8,15,82710856
RPL21P111,13,79335310
AL049647.1,20,19321940
RP11-292B8.1,9,40491622
AL139429.1,20,19570741
CBWD1,9,121041
BEND3P2,9,94933523
LINC00331,13,79361454
RP11-62C3.6,9,94967638
CSPG4P8,15,82751614
RP4-718D20.3,20,19673853
SNORA84,9,95054743
RN7SL422P,9,40516806
HSPD1P8,13,79423366
RP11-395E19.5,9,40704468
RP11-62C3.8,9,95101940
RP11-395E19.2,9,40712985
FAM74A3,9,40715662
AC090519.6,15,44589782
AL121761.1,20,19715460
CCT5P2,13,79483054
AC090519.1,15,44595115
RP11-395E19.7,9,40740776
RP1-122P22.2,20,19738352
AC090519.5,15,44603029
HUNK-AS1,21,33393279
AC090519.4,15,44603873
NIPA2P5,13,79664918
BX664608.1,9,40812916
AC090519.3,15,44614380
LINC00159,21,33452629
ATP5A1P1,9,41028804
RPL12L3,20,19804087
RP11-616K22.1,15,44646889
BCAS2P3,13,79740254
CTD-2340F8.3,9,41031936
RNA5SP33,13,79963669
AP000261.1,21,33524217
RP11-616K22.2,15,44679518
RP5-1002M8.4,20,20075045
AP000265.1,21,33632115
CTD-2340F8.1,9,41054827
RP5-1178H5.2,20,20194943
MIS18A-AS1,21,33650174
RP11-516C1.1,15,44694883
RBM26-AS1,13,79980444
RPL17P1,20,20233947
AP000266.7,21,33678775
RP11-95K23.7,9,41214067
RN7SL347P,15,44726452
RP5-1096J16.1,20,20239051
HNRNPMP1,15,44739775
RN7SL109P,21,33714826
RN7SL690P,20,20297428
SNORA80,21,33749496
MIR4670,9,95290266
EIF4E2P1,20,20640354
NDFIP2-AS1,13,80051499
EXOSC3P1,21,33869122
CTD-2329K10.1,15,44808848
RP11-19J3.5,9,95301335
RP11-95K23.6,9,41277733
RP11-23O13.1,20,20701830
LINC01068,13,80140881
SNORA33,21,33910609
RP11-476B13.2,9,95439225
RN7SL607P,20,20719078
RNA5SP490,21,33935385
RP11-95K23.5,9,41285357
LINC01038,13,80378553
MRPS11P1,20,20834764
LINC00846,21,33944548
LINC00382,13,80446721
RP5-1177M21.1,20,20951089
FAM74A2,9,41306133
PCED1A,20,2815960
EIF3J-AS1,15,44819455
OR7E23P,21,33993359
RNU6-61P,13,80943561
RP11-95K23.3,9,41313945
LINC00237,20,21068245
HNRNPA1P31,13,81193233
AP000275.64,21,33996726
RP11-144A16.1,9,41418937
PWWP2AP1,13,81228890
RPL24P2,20,21095364
PAXBP1-AS1,21,34100426
RP11-144A16.2,9,41475787
RP11-151N17.1,15,44850027
ARF4P4,13,81462483
RP11-100J16.5,9,41504853
Y_RNA,15,44989531
AP000281.1,21,34213806
FAM74A6,9,41516046
RP11-521J24.1,13,81617805
SNORA70,21,34214171
AP000281.2,21,34216677
DPPA3P3,13,81689001
AL354806.1,13,81778398
CTD-2008A1.2,15,45118569
AP000282.2,21,34285957
RP11-144A16.5,9,41529583
LINC00564,13,81800000
RP11-452B18.2,13,81824573
AP000282.3,21,34331196
ZNF658B,9,41588823
RNU6-77P,13,81839882
HIGD1AP2,13,81847026
PTMAP5,13,82264046
RP11-100J16.4,9,41630397
RP11-45O22.1,9,41776064
GYG1P2,13,83397266
RP11-45O22.3,9,41796924
RP11-464I4.1,13,83719675
SMAD2,18,45357922
RNU6-67P,13,83872206
ATP5A1P8,9,41799259
VENTXP2,13,84481436
RP11-104G3.5,9,41879688
UBE2D3P4,13,84594462
MTND4P1,13,85094238
RBPJP5,9,41884765
MTND5P3,13,85095860
RP11-104G3.2,9,41954580
LINC00333,13,85136499
RP11-204M4.2,9,41961615
LINC00375,13,85639222
RN7SL763P,9,42031881
LINC00351,13,85937736
ATP8B4,15,50150435
SNORA70,9,42037464
RNU6-72P,13,86158883
RP11-204M4.1,9,42037568
MOB1AP1,13,86543134
RP11-30L8.1,13,86634948
AL772307.1,9,42128839
STRBP,9,125871779
DDX6P2,13,86927755
ANKRD19P,9,95571670
RP11-216M21.1,9,42250840
SLC39A4,HG243_PATCH,145464645
FES,15,91426925
TXNL1P1,13,87377755
RP11-216M21.2,9,42266980
NIPA1,15,23043277
RP11-216M21.5,9,42275939
LINC00430,13,87564173
RP11-216M21.4,9,42276765
UBBP5,13,87871259
SPO11,20,55904815
LIN28AP2,13,88031727
RP11-216M21.6,9,42312410
RP11-342C20.2,13,88079455
MEP1AP1,9,42332815
MIR4500HG,13,88079469
PLK1S1,20,21106624
RP11-216M21.7,9,42363048
RNU6-1269P,9,42378941
CA12,15,63613577
RP11-146D12.6,9,42436293
RP11-29P20.1,13,88260162
MIR4500,13,88270920
SNX18P8,9,42438100
LINC00397,13,88453291
RP11-471M2.3,13,88459889
TET1P1,13,88542427
LINC00945,21,34430135
RP11-545P6.2,13,88795122
CTD-2008A1.1,15,45118738
AL354896.1,13,88840114
Y_RNA,15,45135810
FAM95B1,9,42466317
RPL29P29,13,88888802
RNU1-119P,15,45176814
CTD-2014N11.1,15,45207000
LINC00433,13,89193119
LINC00560,13,89279107
CTD-2014N11.2,15,45211574
GRPEL2P1,13,89630701
RNU6-1108P,15,45219798
RNU6-1332P,15,45255028
LINC01047,13,89867101
CTD-2014N11.3,15,45262233
PHACTR3,20,58152564
TRIM60P13,13,89901072
RP11-146D12.5,9,42478013
LINC00440,13,89925457
RNU6-966P,15,45265756
CNN2P2,9,42491162
RNU1-78P,15,45295062
SP3P,13,90013414
RP11-109D20.1,15,45333914
RP11-341A11.2,9,42493617
Y_RNA,15,45339301
LINC01040,13,90129862
AL591471.1,9,42579907
RP11-109D20.2,15,45365690
CTD-2651B20.1,15,45444862
IGKV1OR9-2,9,42751727
RP11-519G16.2,15,45462542
CTD-2651B20.7,15,45490715
AC129778.5,9,42779314
LINC00353,13,90200945
C9orf66,9,213108
CTD-2651B20.6,15,45492523
MTND1P12,9,42779843
RP11-75N6.3,13,90203487
ROCK1,18,18526867
SNORA11,15,45506646
RPL7L1P1,13,90485411
BMS1P14,9,42808660
SNORD38,13,90489424
CTD-2651B20.2,15,45507745
HNRNPA3P16,18,48340762
PEX12P1,13,90644085
CTD-2651B20.3,15,45543884
RPL17P46,18,48349947
LINC00559,13,90712506
RNA5SP34,13,90787966
Y_RNA,18,48485637
AC129778.2,9,42845768
RN7SL695P,18,48633124
FAR1P1,13,90823120
CHAC1,15,41245160
SRSF10P1,18,48684652
KRT18P27,13,90882638
RNU1-46P,18,48810103
AQP7P3,9,42858072
VPS28,HG243_PATCH,145478520
MIR622,13,90883436
LINC01049,13,91145541
RP11-267C16.1,18,48872619
RP11-15E1.3,9,43007105
RNU6-75P,13,91434020
LINC00410,13,91543208
RP11-399F4.2,9,43009842
BRK1P2,13,91675986
CYP4F59P,9,43027748
LINC00380,13,91739508
SNX18P4,9,43062929
LINC00379,13,91779867
SS18L2P2,18,48947433
RP11-327I22.1,9,43065382
RP11-267C16.2,18,48959807
RP11-327I22.4,9,43102670
PPIAP23,13,91924335
RNA5SP477,20,21119597
snoU13,18,49072717
RP5-872K7.7,20,21129382
RNU6-538P,9,43122799
AP000289.6,21,34484005
RSL24D1P9,18,49139009
RP11-327I22.6,9,43140537
RP11-327I22.5,9,43144980
RP11-440L16.1,18,49213895
AP000290.7,21,34528938
MIR17HG,13,92000074
RPS8P3,18,49371377
IL10RB-AS1,21,34636178
MEP1AP3,9,43162901
RP4-777D9.2,20,21134664
RP11-25O3.1,18,49862731
RNU6-714P,9,95583259
AC090660.1,18,50463664
AP000295.10,21,34681796
EEF1DP2,9,95599108
RP11-152F13.3,15,82765134
hsa-mir-4528,18,50763471
RP11-327I22.8,9,43184068
USF1P1,21,34706877
RP11-671P2.1,18,51007205
RPS15AP1,20,21146846
AP000301.1,21,34836773
RPS5P3,21,34853887
RNU4ATAC3P,13,92712097
RP11-202D1.3,18,51094817
ZNF877P,20,21246492
FABP5P4,13,92832968
BX649597.1,9,43313699
SNX21,20,44462449
AP000302.58,21,34854806
GPC5-AS2,13,92992047
BTF3P6,21,34890917
RP11-186G6.5,9,43318619
GPC5-IT1,13,93136859
AC135995.1,15,82769264
RP11-227D2.3,20,21378456
RN7SL61P,15,82770180
MIR548AS,13,93142416
RP11-202D1.2,18,51105993
ATP5A1P5,9,43399987
GPC5-AS1,13,93353642
RN7SKP140,20,21405396
RPL29P32,18,51131624
RP5-984P4.1,20,21468882
GOLGA6L17P,15,82804003
BX649597.3,9,43403148
GSTM3P1,20,21482033
AC090666.1,18,51612956
BX649597.4,9,43425713
RP11-116K4.1,18,51668503
NKX2-2-AS1,20,21492085
LINC00649,21,35287838
SNORA37,18,51748654
RP5-984P4.4,20,21510840
RP11-366N18.2,9,43617727
SNRPGP2,18,51933259
DNM1P38,15,82816060
SLC25A6P1,20,21722941
RN7SL343P,9,43802781
RP11-24B13.2,9,43830636
RP11-61D1.2,18,52051804
RPL41P1,20,21735866
RP13-608F4.6,15,82829005
RP11-289E15.1,18,52234228
RP11-24B13.1,9,43838621
RP5-1185K9.1,20,21928285
RPSAP57,18,52411981
RP11-125P18.1,20,22034831
TONSL,HG243_PATCH,145483685
CNN2P4,9,43997830
CRB2,9,126118449
RP5-1097P24.1,20,22201192
RP11-99A1.2,18,52546688
CR848007.5,9,44011053
ADAMTS7P2,15,82888224
RP11-526D8.7,9,95644849
RP5-828K20.1,20,22252690
CYP4F60P,9,44019596
RP11-839G9.1,18,52553097
RAE1,20,55926066
RP5-828K20.2,20,22260866
